2026-02-22 21:39:32,ping,1.1.1.1,7.340,Success
2026-02-22 21:40:03,nslookup,georgebrown.ca,198.96.86.176,Success
2026-02-22 21:40:16,ifconfig,en0,1c:57:dc:6f:e4:f3 / 192.168.2.160,Captured
